longitude,time,humidity,temperature,windspeed,soundvalue,distance,,latitude
0, 7:50:16,36,25,-0.09,109,16,4,0
0, 7:50:16,36,25,-0.09,109,16,5,0
0, 7:50:18,36,25,-0.09,106,15,4,0
0, 7:50:18,36,25,-0.09,106,15,0,0
0, 7:50:21,36,25,-0.09,106,19,4,0
0, 7:50:23,36,25,-0.09,190,19,5,0
0, 7:50:23,36,25,-0.09,190,19,0,0
0, 7:50:26,36,25,-0.19,107,15,5,0
0, 7:50:26,36,25,-0.19,107,15,0,0
0, 7:50:26,36,25,-0.19,216,16,5,51.975162
7.574996, 7:55:15,0,0,-0.29,133,29,0,51.975162
7.574996, 7:55:15,42,12,-0.29,133,29,0,51.97517
7.575023, 7:55:20,0,0,0.01,141,29,0,51.97517
7.575023, 7:55:20,43,12,0.01,141,29,0,51.975166
7.575038, 7:55:25,0,0,0.01,149,29,0,51.975166
7.575038, 7:55:25,43,12,0.01,149,29,0,51.975177
7.575078, 7:55:30,0,0,-0.09,144,30,0,51.975177
7.575078, 7:55:30,43,12,-0.09,144,30,0,51.97517
7.575183, 7:55:35,0,0,-0.19,144,29,0,51.97517
7.575183, 7:55:35,43,12,-0.19,144,29,0,51.975147
7.575252, 7:55:40,0,0,-0.19,144,29,0,51.975147
7.575252, 7:55:40,43,12,-0.19,144,29,0,51.975131
7.575305, 7:55:45,0,0,-0.19,144,29,0,51.975131
7.575305, 7:55:45,43,12,-0.19,144,29,0,51.975109
7.575335, 7:55:50,0,0,-0.09,142,30,0,51.975109
7.575335, 7:55:50,43,12,-0.09,142,30,0,51.975093
7.575347, 7:55:55,0,0,-0.09,144,30,0,51.975093
7.575347, 7:55:55,43,12,-0.09,144,30,0,51.975082
7.57536, 7:56:0,0,0,0.11,141,30,0,51.975082
7.57536, 7:56:0,43,12,0.11,141,30,0,51.97509
7.575308, 7:56:5,0,0,-0.19,142,29,0,51.97509
7.575308, 7:56:5,43,11,-0.19,142,29,0,51.975093
7.575252, 7:56:10,0,0,0.01,130,29,0,51.975093
7.575252, 7:56:10,43,11,0.01,130,29,0,51.975109
7.575177, 7:56:15,0,0,0.01,125,29,0,51.975109
7.575177, 7:56:15,42,11,0.01,125,29,0,51.975109
7.575098, 7:56:20,0,0,-0.19,117,29,0,51.975109
7.575098, 7:56:20,43,11,-0.19,117,29,0,51.975109
7.575129, 7:56:25,0,0,0.11,124,30,0,51.975109
7.575129, 7:56:25,43,11,0.11,124,30,0,51.975101
7.575218, 7:56:30,0,0,-0.09,125,30,0,51.975101
7.575218, 7:56:30,43,11,-0.09,125,30,0,51.975105
7.57528, 7:56:35,0,0,-0.19,120,29,0,51.975105
7.57528, 7:56:35,43,11,-0.19,120,29,0,51.975097
7.575308, 7:56:40,0,0,0.01,127,29,0,51.975097
7.575308, 7:56:40,43,11,0.01,127,29,0,51.975074
7.575382, 7:56:45,0,0,-0.09,119,30,0,51.975166
7.57563, 7:59:23,0,0,0.2,230,37,0,51.975166
7.57563, 7:59:23,44,10,0.2,230,37,0,51.975177
7.575623, 7:59:28,0,0,0.2,187,37,0,51.975177
7.575623, 7:59:28,44,10,0.2,187,37,0,51.975204
7.575653, 7:59:33,0,0,0.11,157,38,0,51.975204
7.575653, 7:59:33,44,10,0.11,157,38,0,51.975212
7.575675, 7:59:38,0,0,0.01,137,38,0,51.975212
7.575675, 7:59:38,45,10,0.01,137,38,0,51.975231
7.575618, 7:59:44,44,10,0.01,255,38,0,51.975257
7.575575, 7:59:47,0,0,-0.09,130,39,0,51.975257
7.575575, 7:59:47,44,10,-0.09,130,39,0,51.975273
7.575543, 7:59:52,0,0,-0.19,134,39,0,51.975273
7.575543, 7:59:52,44,10,-0.19,134,39,0,51.975261
7.57551, 7:59:57,0,0,-0.19,140,39,0,51.975261
7.57551, 7:59:57,44,10,-0.19,140,39,0,51.975273
7.575408, 8:0:2,0,0,-0.09,131,39,0,51.975273
7.575408, 8:0:2,44,10,-0.09,131,39,0,51.975276
7.575332, 8:0:7,0,0,-0.19,133,39,0,51.975276
7.575332, 8:0:7,44,10,-0.19,133,39,0,51.975288
7.575308, 8:0:12,0,0,0.01,132,39,0,51.975288
7.575308, 8:0:12,44,10,0.01,132,39,0,51.975261
7.575314, 8:0:17,0,0,-0.09,139,39,0,51.975261
7.575314, 8:0:17,44,10,-0.09,139,39,0,51.97525
7.575368, 8:0:22,0,0,-0.09,129,40,0,51.97525
7.575368, 8:0:22,44,10,-0.09,129,40,0,51.975219
7.575442, 8:0:27,0,0,0.01,130,39,0,51.975219
7.575442, 8:0:27,44,10,0.01,130,39,0,51.975177
7.575473, 8:0:32,0,0,-0.09,131,39,0,51.975177
7.575473, 8:0:32,44,10,-0.09,131,39,0,51.975185
7.575405, 8:0:37,0,0,-0.19,132,39,0,51.975185
7.575405, 8:0:37,44,10,-0.19,132,39,0,51.975177
7.575385, 8:0:42,0,0,-0.19,130,39,0,51.975177
7.575385, 8:0:42,44,10,-0.19,130,39,0,51.975177
7.575325, 8:0:47,0,0,-0.19,127,40,0,51.975177
7.575325, 8:0:47,44,10,-0.19,127,40,0,51.97517
7.575308, 8:0:52,0,0,-0.09,126,39,0,51.97517
7.575308, 8:0:52,44,10,-0.09,126,39,0,51.975177
7.575265, 8:0:57,44,10,-0.09,122,39,0,51.975177
7.575265, 8:0:57,44,10,-0.09,122,39,0,51.975196
7.575222, 8:1:2,0,0,-0.19,126,38,0,51.975196
7.575222, 8:1:2,44,10,-0.19,126,38,0,51.97525
7.575163, 8:1:7,44,10,-0.09,123,39,0,51.97525
7.575163, 8:1:7,44,10,-0.09,123,39,0,51.975246
7.575161, 8:1:12,0,0,0.01,129,38,0,51.975246
7.575161, 8:1:12,44,10,0.01,129,38,0,51.975257
7.575097, 8:1:17,44,10,-0.09,107,38,0,51.975257
7.575097, 8:1:17,44,10,-0.09,107,38,0,51.97525
7.575153, 8:1:22,0,0,-0.09,126,39,0,51.97525
7.575153, 8:1:22,44,10,-0.09,126,39,0,51.975234
7.575143, 8:1:27,0,0,-0.09,127,38,0,51.975234
7.575143, 8:1:27,44,10,-0.09,127,38,0,51.975193
7.575238, 8:1:32,0,0,-0.09,122,38,0,51.975193
7.575238, 8:1:32,44,10,-0.09,122,38,0,51.975162
7.575292, 8:1:37,0,0,-0.09,131,37,0,51.975162
7.575292, 8:1:37,44,10,-0.09,131,37,0,51.975147
7.575385, 8:1:42,0,0,0.4,132,37,0,51.975147
7.575385, 8:1:42,44,10,0.4,132,37,0,51.975154
7.575427, 8:1:47,0,0,0.01,128,37,0,51.975154
7.575427, 8:1:47,44,10,0.01,128,37,0,51.975193
7.5754, 8:1:52,0,0,0.11,131,38,0,51.975193
7.5754, 8:1:52,45,10,0.11,131,38,0,51.975193
7.575353, 8:1:57,0,0,-0.09,109,38,0,51.975193
7.575353, 8:1:57,45,10,-0.09,109,38,0,51.975208
7.57527, 8:2:2,0,0,-0.09,138,38,0,51.975208
7.57527, 8:2:2,45,10,-0.09,138,38,0,51.975208
7.575185, 8:2:7,0,0,-0.09,128,37,0,51.975208
7.575185, 8:2:7,45,10,-0.09,128,37,0,51.975219
7.57513, 8:2:12,0,0,-0.19,128,37,0,51.975219
7.57513, 8:2:12,45,10,-0.19,128,37,0,51.975242
7.575092, 8:2:17,0,0,-0.09,131,37,0,51.975242
7.575092, 8:2:17,45,10,-0.09,131,37,0,51.975261
7.575047, 8:2:22,0,0,0.11,132,36,0,51.975261
7.575047, 8:2:22,45,10,0.11,132,36,0,51.975261
7.575015, 8:2:27,0,0,0.01,129,37,0,51.975261
7.575015, 8:2:27,45,10,0.01,129,37,0,51.97528
7.575018, 8:2:32,0,0,0.11,130,36,0,51.97528
7.575018, 8:2:32,45,10,0.11,130,36,0,51.975254
7.575013, 8:2:37,0,0,0.01,130,36,0,51.975254
7.575013, 8:2:37,45,10,0.01,130,36,0,51.975242
7.575023, 8:2:42,0,0,-0.09,131,36,0,51.975242
7.575023, 8:2:42,45,10,-0.09,131,36,0,51.975204
7.575075, 8:2:47,0,0,-0.19,141,35,0,51.975204
7.575075, 8:2:47,45,10,-0.19,141,35,0,51.975208
7.575058, 8:2:52,0,0,-0.19,158,35,0,51.975208
7.575058, 8:2:52,45,10,-0.19,158,35,0,51.975212
7.575032, 8:2:57,0,0,-0.19,145,36,0,51.975212
7.575032, 8:2:57,45,10,-0.19,145,36,0,51.975189
7.575065, 8:3:2,0,0,0.01,159,36,0,51.975189
7.575065, 8:3:2,45,10,0.01,159,36,0,51.975124
7.575208, 8:3:7,0,0,-0.19,145,35,0,51.975124
7.575208, 8:3:7,45,10,-0.19,145,35,0,51.975086
7.57535, 8:3:12,0,0,-0.19,158,35,0,51.975086
7.57535, 8:3:12,45,10,-0.19,158,35,0,51.975112
7.575338, 8:3:17,0,0,0.11,143,35,0,51.975112
7.575338, 8:3:17,45,10,0.11,143,35,0,51.975109
7.575392, 8:3:22,0,0,-0.19,142,35,0,51.975109
7.575392, 8:3:22,45,10,-0.19,142,35,0,51.975105
7.57543, 8:3:27,0,0,-0.19,158,35,0,51.975105
7.57543, 8:3:27,45,10,-0.19,158,35,0,51.975105
7.57549, 8:3:32,0,0,0.01,159,35,0,51.975105
7.57549, 8:3:32,45,10,0.01,159,35,0,51.975097
7.575555, 8:3:37,0,0,-0.09,145,36,0,51.975097
7.575555, 8:3:37,45,10,-0.09,145,36,0,51.97509
7.575563, 8:3:42,0,0,-0.09,143,35,0,51.97509
7.575563, 8:3:42,45,10,-0.09,143,35,0,51.975116
7.575475, 8:3:47,0,0,-0.19,111,36,0,51.975116
7.575475, 8:3:47,45,10,-0.19,111,36,0,51.975116
7.575453, 8:3:52,0,0,0.01,142,36,0,51.975116
7.575453, 8:3:52,45,10,0.01,142,36,0,51.975124
7.575427, 8:3:57,0,0,-0.09,142,36,0,51.975124
7.575427, 8:3:57,45,10,-0.09,142,36,0,51.975109
7.575445, 8:4:2,0,0,0.01,156,37,0,51.975109
7.575445, 8:4:2,45,10,0.01,156,37,0,51.975131
7.575383, 8:4:7,0,0,-0.09,144,37,0,51.975131
7.575383, 8:4:7,45,10,-0.09,144,37,0,51.975154
7.575322, 8:4:12,0,0,-0.19,111,37,0,51.975154
7.575322, 8:4:12,45,10,-0.19,111,37,0,51.975135
7.575284, 8:4:17,0,0,-0.09,141,38,0,51.975135
7.575284, 8:4:17,45,10,-0.09,141,38,0,51.975128
7.575237, 8:4:22,0,0,-0.19,143,37,0,51.975128
7.575237, 8:4:22,45,10,-0.19,143,37,0,51.975124
7.575212, 8:4:27,0,0,-0.19,142,37,0,51.975124
7.575212, 8:4:27,45,10,-0.19,142,37,0,51.975147
7.575131, 8:4:32,0,0,0.11,158,38,0,51.975147
7.575131, 8:4:32,45,10,0.11,158,38,0,51.975135
7.575145, 8:4:37,0,0,-0.09,160,38,0,51.975135
7.575145, 8:4:37,45,10,-0.09,160,38,0,51.975109
7.5752, 8:4:42,0,0,-0.19,143,38,0,51.975109
7.5752, 8:4:42,45,10,-0.19,143,38,0,51.97507
7.575275, 8:4:47,0,0,0.01,144,37,0,51.97507
7.575275, 8:4:47,45,10,0.01,144,37,0,51.975063
7.575294, 8:4:52,0,0,-0.09,157,37,0,51.975063
7.575294, 8:4:52,46,10,-0.09,157,37,0,51.975082
7.575278, 8:4:57,0,0,-0.19,108,38,0,51.975082
7.575278, 8:4:57,46,10,-0.19,108,38,0,51.975074
7.575365, 8:5:2,0,0,-0.19,140,38,0,51.975074
7.575365, 8:5:2,46,10,-0.19,140,38,0,51.975074
7.57541, 8:5:7,0,0,-0.29,158,38,0,51.975074
7.57541, 8:5:7,46,10,-0.29,158,38,0,51.975036
7.575487, 8:5:12,0,0,-0.19,159,38,0,51.975036
7.575487, 8:5:12,46,10,-0.19,159,38,0,51.975044
7.575448, 8:5:17,0,0,-0.19,144,38,0,51.975044
7.575448, 8:5:17,46,10,-0.19,144,38,0,51.975048
7.575447, 8:5:22,0,0,-0.09,158,38,0,51.975048
7.575447, 8:5:22,46,10,-0.09,158,38,0,51.975055
7.57544, 8:5:27,0,0,-0.19,144,38,0,51.975055
7.57544, 8:5:27,46,10,-0.19,144,38,0,51.975044
7.575447, 8:5:32,0,0,-0.09,143,39,0,51.975044
7.575447, 8:5:32,46,10,-0.09,143,39,0,51.97504
7.5754, 8:5:37,0,0,-0.19,158,39,0,51.97504
7.5754, 8:5:37,46,10,-0.19,158,39,0,51.975059
7.575328, 8:5:42,0,0,-0.19,143,39,0,51.975059
7.575328, 8:5:42,46,10,-0.19,143,39,0,51.975059
7.575294, 8:5:47,0,0,-0.09,158,39,0,51.975059
7.575294, 8:5:47,46,9,-0.09,158,39,0,51.975082
7.575217, 8:5:52,0,0,-0.19,159,39,0,51.975082
7.575217, 8:5:52,46,10,-0.19,159,39,0,51.97509
7.575207, 8:5:57,0,0,-0.09,160,40,0,51.97509
7.575207, 8:5:57,46,9,-0.09,160,40,0,51.975044
7.575294, 8:6:2,0,0,-0.19,145,40,0,51.975044
7.575294, 8:6:2,46,9,-0.19,145,40,0,51.975044
7.575294, 8:6:7,0,0,0.01,159,40,0,51.975044
7.575294, 8:6:7,46,10,0.01,159,40,0,51.974998
7.575437, 8:6:12,0,0,-0.09,160,41,0,51.974998
7.575437, 8:6:12,46,10,-0.09,160,41,0,51.974987
7.575467, 8:6:17,0,0,-0.09,160,42,0,51.974987
7.575467, 8:6:17,46,9,-0.09,160,42,0,51.974987
7.575467, 8:6:22,0,0,-0.19,110,42,0,51.974987
7.575467, 8:6:22,46,10,-0.19,110,42,0,51.974979
7.575465, 8:6:27,0,0,-0.19,142,43,0,51.974979
7.575465, 8:6:27,47,10,-0.19,142,43,0,51.974983
7.57546, 8:6:32,0,0,-0.29,157,44,0,51.974983
7.57546, 8:6:32,47,9,-0.29,157,44,0,51.974945
7.575492, 8:6:37,0,0,-0.09,159,44,0,51.974945
7.575492, 8:6:37,47,9,-0.09,159,44,0,51.974952
7.575508, 8:6:42,0,0,-0.09,146,45,0,51.974952
7.575508, 8:6:42,47,9,-0.09,146,45,0,51.974914
7.575592, 8:6:47,0,0,-0.09,60,46,0,51.974914
7.575592, 8:6:47,47,10,-0.09,60,46,0,51.974903
7.575635, 8:6:52,0,0,-0.29,289,45,0,51.974903
7.575635, 8:6:52,47,10,-0.29,289,45,0,51.97488
7.575693, 8:6:57,0,0,-0.09,236,45,0,51.97488
7.575693, 8:6:57,47,10,-0.09,236,45,0,51.974918
7.575618, 8:7:2,0,0,0.01,65,45,0,51.974918
7.575618, 8:7:2,47,10,0.01,65,45,0,51.974945
7.575551, 8:7:7,0,0,-0.19,306,45,0,51.974945
7.575551, 8:7:7,47,10,-0.19,306,45,0,51.974925
7.575622, 8:7:12,0,0,-0.29,317,45,0,51.974925
7.575622, 8:7:12,47,9,-0.29,317,45,0,51.974929
7.575617, 8:7:17,0,0,-0.09,273,45,0,51.974929
7.575617, 8:7:17,47,10,-0.09,273,45,0,51.974979
7.575517, 8:7:22,0,0,-0.09,224,45,0,51.974979
7.575517, 8:7:22,47,9,-0.09,224,45,0,51.975028
7.575372, 8:7:27,0,0,0.11,220,45,0,51.975028
7.575372, 8:7:27,48,10,0.11,220,45,0,51.975009
7.575423, 8:7:32,0,0,-0.19,132,45,0,51.975009
7.575423, 8:7:32,48,10,-0.19,132,45,0,51.974983
7.575481, 8:7:37,0,0,-0.19,28,45,0,51.974983
7.575481, 8:7:37,48,10,-0.19,28,45,0,51.974979
7.575533, 8:7:42,0,0,-0.19,27,45,0,51.974979
7.575533, 8:7:42,48,10,-0.19,27,45,0,51.97496
7.575612, 8:7:47,0,0,-0.19,26,45,0,51.97496
7.575612, 8:7:47,48,9,-0.19,26,45,0,51.97491
7.575757, 8:7:52,0,0,-0.19,27,46,0,51.97491
7.575757, 8:7:52,48,10,-0.19,27,46,0,51.974857
7.576138, 8:7:57,0,0,-0.09,28,47,0,51.974857
7.576138, 8:7:57,48,9,-0.09,28,47,0,51.97483
7.576405, 8:8:2,0,0,-0.09,27,47,0,51.97483
7.576405, 8:8:2,48,9,-0.09,27,47,0,51.974838
7.57658, 8:8:7,0,0,-0.09,28,47,0,51.974838
7.57658, 8:8:7,49,10,-0.09,28,47,0,51.974853
7.576698, 8:8:12,0,0,-0.09,28,47,0,51.974853
7.576698, 8:8:12,49,9,-0.09,28,47,0,51.975009
7.57619, 8:8:17,0,0,0.01,26,49,0,51.975009
7.57619, 8:8:17,49,9,0.01,26,49,0,51.9752
7.575603, 8:8:22,0,0,0.11,26,49,0,51.9752
7.575603, 8:8:22,49,9,0.11,26,49,0,51.975227
7.575497, 8:8:27,0,0,0.2,27,50,0,51.975227
7.575497, 8:8:27,49,9,0.2,27,50,0,51.975273
7.575382, 8:8:32,0,0,0.01,22,51,0,51.975273
7.575382, 8:8:32,49,10,0.01,22,51,0,51.975318
7.575247, 8:8:37,0,0,-0.19,56,52,0,51.975318
7.575247, 8:8:37,49,9,-0.19,56,52,0,51.975364
7.575119, 8:8:42,0,0,-0.09,64,53,0,51.975364
7.575119, 8:8:42,49,9,-0.09,64,53,0,51.97544
7.574932, 8:8:47,0,0,-0.09,47,53,0,51.97544
7.574932, 8:8:47,50,9,-0.09,47,53,0,51.975536
7.57472, 8:8:52,0,0,-0.09,39,54,0,51.975536
7.57472, 8:8:52,50,9,-0.09,39,54,0,51.975612
7.574507, 8:8:57,0,0,0.11,37,53,0,51.975612
7.574507, 8:8:57,50,10,0.11,37,53,0,51.97565
7.574523, 8:9:2,0,0,0.01,42,54,0,51.97565
7.574523, 8:9:2,50,9,0.01,42,54,0,51.975723
7.574296, 8:9:7,0,0,0.01,41,53,0,51.975723
7.574296, 8:9:7,50,9,0.01,41,53,0,51.97583
7.573998, 8:9:12,0,0,0.01,29,53,0,51.97583
7.573998, 8:9:12,50,9,0.01,29,53,0,51.975856
7.573877, 8:9:17,0,0,-0.19,22,53,0,51.975856
7.573877, 8:9:17,50,9,-0.19,22,53,0,51.975925
7.573709, 8:9:22,0,0,0.01,27,52,0,51.975925
7.573709, 8:9:22,51,9,0.01,27,52,0,51.975925
7.573709, 8:9:25,51,9,0.01,27,52,0,51.975925
7.573709, 8:9:27,51,9,0.01,27,52,0,51.975925
7.573709, 8:9:29,51,10,0.01,27,52,0,51.975925
7.573709, 8:9:33,0,0,-0.09,21,52,0,51.975925
7.573709, 8:9:33,51,10,-0.09,21,52,0,51.976001
7.573788, 8:9:38,0,0,0.01,18,51,0,51.976001
7.573788, 8:9:38,51,10,0.01,18,51,0,51.976013
7.573797, 8:9:43,0,0,0.01,17,51,0,51.976013
7.573797, 8:9:43,51,10,0.01,17,51,0,51.975959
7.573825, 8:9:48,0,0,-0.19,18,52,0,51.975959
7.573825, 8:9:48,51,10,-0.19,18,52,0,51.975852
7.574137, 8:9:53,0,0,0.01,15,52,0,51.975852
7.574137, 8:9:53,51,10,0.01,15,52,0,51.97578
7.574425, 8:9:58,0,0,-0.09,17,54,0,51.97578
7.574425, 8:9:58,52,9,-0.09,17,54,0,51.975749
7.574407, 8:10:3,0,0,-0.19,17,55,0,51.975749
7.574407, 8:10:3,52,10,-0.19,17,55,0,51.975708
7.574512, 8:10:8,0,0,-0.19,16,56,0,51.975708
7.574512, 8:10:8,52,9,-0.19,16,56,0,51.975551
7.574737, 8:10:13,0,0,0.01,15,57,0,51.975551
7.574737, 8:10:13,52,10,0.01,15,57,0,51.975551
7.574765, 8:10:18,0,0,-0.09,14,58,0,51.975551
7.574765, 8:10:18,52,9,-0.09,14,58,0,51.975551
7.574788, 8:10:23,0,0,-0.19,14,60,0,51.975551
7.574788, 8:10:23,52,9,-0.19,14,60,0,51.975589
7.574811, 8:10:28,0,0,-0.09,13,62,0,51.975589
7.574811, 8:10:28,52,10,-0.09,13,62,0,51.975597
7.574807, 8:10:33,0,0,-0.19,13,63,0,51.975597
7.574807, 8:10:33,52,10,-0.19,13,63,0,51.975475
7.574893, 8:10:38,0,0,-0.19,12,64,0,51.975475
7.574893, 8:10:38,53,10,-0.19,12,64,0,51.975486
7.574893, 8:10:43,0,0,-0.09,15,65,0,51.975486
7.574893, 8:10:43,53,10,-0.09,15,65,0,51.975414
7.574998, 8:10:48,0,0,-0.29,13,65,0,51.975414
7.574998, 8:10:48,53,10,-0.29,13,65,0,51.975257
7.575142, 8:10:53,0,0,-0.09,13,66,0,51.975257
7.575142, 8:10:53,53,10,-0.09,13,66,0,51.975223
7.57519, 8:10:58,0,0,-0.09,13,67,0,51.975223
7.57519, 8:10:58,53,10,-0.09,13,67,0,51.975151
7.575237, 8:11:3,0,0,-0.09,12,68,0,51.975151
7.575237, 8:11:3,53,10,-0.09,12,68,0,51.975193
7.575092, 8:11:8,0,0,-0.09,13,70,0,51.975193
7.575092, 8:11:8,53,10,-0.09,13,70,0,51.975196
7.575095, 8:11:13,0,0,-0.09,12,71,0,51.975196
7.575095, 8:11:13,53,10,-0.09,12,71,0,51.975223
7.575098, 8:11:18,0,0,-0.19,14,72,0,51.975223
7.575098, 8:11:18,53,10,-0.19,14,72,0,51.975204
7.575115, 8:11:23,0,0,-0.19,15,73,0,51.975204
7.575115, 8:11:23,54,10,-0.19,15,73,0,51.975193
7.575107, 8:11:28,0,0,-0.19,15,75,0,51.975193
7.575107, 8:11:28,54,10,-0.19,15,75,0,51.975215
7.575105, 8:11:33,0,0,-0.09,13,76,0,51.975215
7.575105, 8:11:33,54,10,-0.09,13,76,0,51.975227
7.5751, 8:11:38,0,0,-0.19,13,76,0,51.975227
7.5751, 8:11:38,54,10,-0.19,13,76,0,51.975265
7.575058, 8:11:43,0,0,-0.29,13,77,0,51.975265
7.575058, 8:11:43,54,10,-0.29,13,77,0,51.975299
7.57499, 8:11:48,0,0,-0.29,14,77,0,51.975299
7.57499, 8:11:48,54,10,-0.29,14,77,0,51.975337
7.574933, 8:11:53,0,0,0.01,15,77,0,51.975337
7.574933, 8:11:53,54,10,0.01,15,77,0,51.975353
7.57491, 8:11:58,0,0,0.01,14,77,0,51.975353
7.57491, 8:11:58,54,10,0.01,14,77,0,51.975379
7.574885, 8:12:3,0,0,0.01,14,77,0,51.975379
7.574885, 8:12:3,55,10,0.01,14,77,0,51.975368
7.574863, 8:12:8,0,0,-0.19,14,78,0,51.975368
7.574863, 8:12:8,55,10,-0.19,14,78,0,51.975208
7.575083, 8:12:13,0,0,0.01,15,78,0,51.975208
7.575083, 8:12:13,55,10,0.01,15,78,0,51.9752
7.575097, 8:12:18,0,0,-0.09,13,79,0,51.9752
7.575097, 8:12:18,55,10,-0.09,13,79,0,51.975208
7.575057, 8:12:23,0,0,-0.09,11,80,0,51.975208
7.575057, 8:12:23,55,10,-0.09,11,80,0,51.975162
7.575072, 8:12:28,0,0,-0.19,13,80,0,51.975162
7.575072, 8:12:28,55,10,-0.19,13,80,0,51.975059
7.575212, 8:12:33,0,0,0.01,12,80,0,51.975059
7.575212, 8:12:33,55,10,0.01,12,80,0,51.974895
7.575423, 8:12:38,0,0,-0.19,11,80,0,51.974895
7.575423, 8:12:38,55,10,-0.19,11,80,0,51.974784
7.57555, 8:12:43,0,0,-0.19,12,79,0,51.974784
7.57555, 8:12:43,56,10,-0.19,12,79,0,51.974807
7.575498, 8:12:48,0,0,-0.19,12,78,0,51.974807
7.575498, 8:12:48,56,10,-0.19,12,78,0,51.974796
7.57548, 8:12:53,0,0,-0.19,11,78,0,51.974796
7.57548, 8:12:53,56,10,-0.19,11,78,0,51.974769
7.575413, 8:12:58,0,0,-0.09,13,77,0,51.974769
7.575413, 8:12:58,56,10,-0.09,13,77,0,51.97467
7.575518, 8:13:3,0,0,-0.19,11,77,0,51.97467
7.575518, 8:13:3,56,10,-0.19,11,77,0,51.974632
7.57559, 8:13:8,0,0,-0.09,13,78,0,51.974632
7.57559, 8:13:8,57,9,-0.09,13,78,0,51.974658
7.575613, 8:13:13,0,0,0.01,13,78,0,51.974658
7.575613, 8:13:13,57,9,0.01,13,78,0,51.974689
7.575598, 8:13:18,0,0,-0.19,12,79,0,51.974689
7.575598, 8:13:18,57,10,-0.19,12,79,0,51.974758
7.575608, 8:13:23,0,0,-0.09,12,80,0,51.974758
7.575608, 8:13:23,57,9,-0.09,12,80,0,51.974826
7.575625, 8:13:28,0,0,-0.09,12,81,0,51.974826
7.575625, 8:13:28,58,9,-0.09,12,81,0,51.97488
7.57559, 8:13:33,0,0,0.01,11,82,0,51.97488
7.57559, 8:13:33,58,9,0.01,11,82,0,51.974876
7.575625, 8:13:38,0,0,-0.09,10,83,0,51.974876
7.575625, 8:13:38,58,9,-0.09,10,83,0,51.974876
7.575625, 8:13:43,0,0,-0.09,11,84,0,51.974876
7.575625, 8:13:43,59,9,-0.09,11,84,0,51.974899
7.57562, 8:13:48,0,0,-0.09,11,86,0,51.974899
7.57562, 8:13:48,59,9,-0.09,11,86,0,51.974925
7.57566, 8:13:53,0,0,-0.19,11,87,0,51.974925
7.57566, 8:13:53,59,9,-0.19,11,87,0,51.974983
7.575617, 8:13:58,0,0,-0.19,13,87,0,51.974983
7.575617, 8:13:58,59,9,-0.19,13,87,0,51.974979
7.575634, 8:14:3,0,0,0.01,12,88,0,51.974979
7.575634, 8:14:3,60,9,0.01,12,88,0,51.974884
7.575787, 8:14:8,0,0,-0.09,12,88,0,51.974884
7.575787, 8:14:8,60,9,-0.09,12,88,0,51.974925
7.575733, 8:14:13,0,0,0.01,13,87,0,51.974925
7.575733, 8:14:13,61,9,0.01,13,87,0,51.974994
7.575668, 8:14:18,0,0,-0.19,11,86,0,51.974994
7.575668, 8:14:18,61,9,-0.19,11,86,0,51.975036
7.575597, 8:14:23,0,0,-0.19,12,86,0,51.975036
7.575597, 8:14:23,61,9,-0.19,12,86,0,51.975044
7.575587, 8:14:28,0,0,-0.19,12,86,0,51.975044
7.575587, 8:14:28,61,9,-0.19,12,86,0,51.975086
7.575525, 8:14:33,0,0,-0.09,11,85,0,51.975086
7.575525, 8:14:33,61,9,-0.09,11,85,0,51.975116
7.575493, 8:14:38,0,0,-0.09,11,85,0,51.975116
7.575493, 8:14:38,62,9,-0.09,11,85,0,51.975105
7.575638, 8:14:43,0,0,-0.09,12,84,0,51.975105
7.575638, 8:14:43,62,9,-0.09,12,84,0,51.975009
7.575851, 8:14:48,0,0,-0.19,11,85,0,51.975009
7.575851, 8:14:48,62,9,-0.19,11,85,0,51.975032
7.575785, 8:14:53,0,0,-0.19,12,85,0,51.975032
7.575785, 8:14:53,62,9,-0.19,12,85,0,51.975063
7.575688, 8:14:58,0,0,0.01,12,84,0,51.975063
7.575688, 8:14:58,62,9,0.01,12,84,0,51.975074
7.575558, 8:15:3,0,0,-0.29,10,84,0,51.975074
7.575558, 8:15:3,62,9,-0.29,10,84,0,51.975067
7.575487, 8:15:8,0,0,0.01,11,83,0,51.975067
7.575487, 8:15:8,62,9,0.01,11,83,0,51.975063
7.57549, 8:15:13,0,0,-0.09,11,83,0,51.975063
7.57549, 8:15:13,62,9,-0.09,11,83,0,51.975051
7.575528, 8:15:18,0,0,-0.29,10,82,0,51.975051
7.575528, 8:15:18,62,9,-0.29,10,82,0,51.97504
7.575513, 8:15:23,0,0,0.01,11,82,0,51.97504
7.575513, 8:15:23,63,9,0.01,11,82,0,51.975032
7.575617, 8:15:28,0,0,0.01,11,82,0,51.975032
7.575617, 8:15:28,63,9,0.01,11,82,0,51.975025
7.575648, 8:15:33,0,0,0.01,11,81,0,51.975025
7.575648, 8:15:33,63,9,0.01,11,81,0,51.975013
7.575672, 8:15:38,0,0,0.01,11,83,0,51.975013
7.575672, 8:15:38,63,9,0.01,11,83,0,51.975006
7.575686, 8:15:43,0,0,-0.09,9,83,0,51.975006
7.575686, 8:15:43,63,9,-0.09,9,83,0,51.975009
7.575757, 8:15:48,0,0,-0.09,10,84,0,51.975009
