longitude,time,humidity,temperature,windspeed,soundvalue,lux,distance,latitude
0, 23:59:43,50,12,0.11,21,4096,6,0
0, 23:59:43,50,12,0.11,21,4096,6,0
0, 23:59:43,50,12,0.11,21,4096,6,0
0, 23:59:45,50,12,0.11,21,4096,6,0
0, 23:59:45,47,12,0.11,21,4096,6,0
0, 23:59:52,46,12,0.3,20,4096,6,0
0, 23:59:52,46,12,0.3,20,4096,6,0
0, 23:59:52,46,12,0.3,20,4096,6,0
0, 23:59:54,46,12,0.5,20,4096,6,0
0, 23:59:54,47,12,0.5,20,4096,6,0
0, 23:59:54,47,12,0.5,20,4096,6,0
0, 11:52:39,47,12,0.69,495,4096,6,0
0, 11:52:39,47,12,0.69,495,4096,6,0
0, 11:52:41,47,12,0.5,134,4096,6,0
0, 11:52:41,46,12,0.5,134,4096,0,0
0, 11:52:41,46,12,0.3,21,4096,6,51.975124
7.5756, 11:52:45,0,0,0.5,394,4096,6,51.975124
7.5756, 11:52:45,1,0,0.5,394,4096,0,51.975158
7.575563, 11:52:48,0,0,0.4,21,4096,6,51.975158
7.575563, 11:52:48,2,0,0.4,21,4096,0,51.975154
7.575528, 11:52:51,0,0,0.11,543,4096,6,51.975154
7.575528, 11:52:51,2,0,0.11,543,4096,0,51.975139
7.575517, 11:52:54,0,0,-0.19,347,4096,6,51.97504
7.575507, 11:53:16,0,0,0.01,147,4096,6,51.97504
7.575507, 11:53:16,2,0,0.01,147,4096,0,51.97504
7.575507, 11:53:19,0,0,0.01,393,4096,6,51.97504
7.575507, 11:53:19,2,0,0.01,393,4096,0,51.97504
7.575507, 11:53:22,0,0,0.01,259,4096,6,51.97504
7.575507, 11:53:22,0,0,0.01,259,4096,0,51.97504
7.575507, 11:53:25,0,0,-0.29,224,4096,6,51.97504
7.575507, 11:53:25,2,0,-0.29,224,4096,0,51.97504
7.575507, 11:53:28,0,0,0.01,203,4096,6,51.97504
7.575507, 11:53:28,1,0,0.01,203,4096,0,51.97504
7.575507, 11:53:31,0,0,-0.19,20,4096,6,51.97504
7.575507, 11:53:31,0,0,-0.19,20,4096,0,51.97504
7.575507, 11:53:34,0,0,-0.09,20,4096,6,51.97504
7.575507, 11:53:34,1,0,-0.09,20,4096,0,51.97504
7.575507, 11:53:37,0,0,-0.38,338,4096,6,51.97504
7.575507, 11:53:37,1,0,-0.38,338,4096,0,51.97504
7.575507, 11:53:40,0,0,0.11,581,4096,6,51.97504
7.575507, 11:53:40,0,0,0.11,581,4096,0,51.97504
7.575507, 11:53:43,0,0,-0.19,276,4096,6,51.97504
7.575507, 11:53:43,1,0,-0.19,276,4096,0,51.97504
7.575507, 11:53:46,0,0,0.01,232,4096,6,51.97504
7.575507, 11:53:46,1,0,0.01,232,4096,0,51.97504
7.575507, 11:53:49,0,0,-0.19,21,4096,6,51.97504
7.575507, 11:53:49,1,0,-0.19,21,4096,0,51.97504
7.575507, 11:53:52,0,0,-0.09,22,4096,6,51.97504
7.575507, 11:53:52,1,0,-0.09,22,4096,0,51.97504
7.575507, 11:53:55,0,0,-0.19,21,4096,6,51.97504
7.575507, 11:53:55,2,0,-0.19,21,4096,0,51.97504
7.575507, 11:53:58,0,0,-0.09,223,4096,6,51.97504
7.575507, 11:53:58,1,0,-0.09,223,4096,0,51.97504
7.575507, 11:54:3,0,0,0.01,192,4096,6,51.97504
7.575507, 11:54:3,0,0,0.01,192,4096,0,51.97504
7.575507, 11:54:6,0,0,-0.09,277,4096,6,51.97504
7.575507, 11:54:6,1,0,-0.09,277,4096,0,51.97504
7.575507, 11:54:9,0,0,0.11,226,4096,6,51.97504
7.575507, 11:54:9,1,0,0.11,226,4096,0,51.97504
7.575507, 11:54:12,0,0,-0.09,21,4096,6,51.97504
7.575507, 11:54:12,0,0,-0.09,21,4096,0,51.97504
7.575507, 11:54:15,0,0,0.11,20,4096,6,51.97504
7.575507, 11:54:15,1,0,0.11,20,4096,0,51.97504
7.575507, 11:54:18,0,0,0.11,412,4096,6,51.97504
7.575507, 11:54:18,0,0,0.11,412,4096,0,51.97504
7.575507, 11:54:21,0,0,0.5,21,4096,6,51.97504
7.575507, 11:54:21,0,0,0.5,21,4096,0,51.97504
7.575507, 11:54:24,0,0,0.4,259,4096,6,51.97504
7.575507, 11:54:24,0,0,0.4,259,4096,0,51.97504
7.575507, 11:54:27,0,0,0.59,131,4096,6,51.97504
7.575507, 11:54:27,0,0,0.59,131,4096,0,51.97504
7.575507, 11:54:30,0,0,0.5,326,4096,6,51.97504
7.575507, 11:54:30,0,0,0.5,326,4096,0,51.97504
7.575507, 11:54:33,0,0,0.59,281,4096,6,51.97504
7.575507, 11:54:33,0,0,0.59,281,4096,0,51.97504
7.575507, 11:54:36,0,0,0.01,253,4096,6,51.97504
7.575507, 11:54:36,1,0,0.01,253,4096,0,51.97504
7.575507, 11:54:39,0,0,0.01,103,4096,6,51.97504
