longitude,time,humidity,temperature,windspeed,soundvalue,lux,distance,latitude
7.57554, 4:28:3,0,0,0.4,182,1,0,51.97496
7.57554, 4:28:3,77,6,0.4,182,1,0,51.974956
7.575578, 4:28:8,0,0,0.5,145,1,0,51.974956
7.575578, 4:28:8,77,6,0.5,145,1,0,51.974956
7.575582, 4:28:13,0,0,0.3,165,1,0,51.974956
7.575582, 4:28:13,77,6,0.3,165,1,0,51.974956
7.575582, 4:28:18,0,0,0.2,182,1,0,51.974956
7.575582, 4:28:18,77,6,0.2,182,1,0,51.974956
7.575582, 4:28:23,0,0,0.2,112,1,0,51.974956
7.575582, 4:28:23,77,6,0.2,112,1,0,51.974956
7.575582, 4:28:28,0,0,-0.09,113,1,0,51.974956
7.575582, 4:28:28,77,6,-0.09,113,1,0,51.974956
7.575582, 4:28:33,0,0,0.11,167,1,0,51.974956
7.575582, 4:28:33,77,6,0.11,167,1,0,51.974956
7.575582, 4:28:38,0,0,0.2,119,1,0,51.974956
7.575582, 4:28:38,77,6,0.2,119,1,0,51.974956
7.575582, 4:28:43,0,0,-0.09,181,1,0,51.974956
7.575582, 4:28:43,77,6,-0.09,181,1,0,51.974956
7.575582, 4:28:48,0,0,0.3,164,1,0,51.974956
7.575582, 4:28:48,77,6,0.3,164,1,0,51.974956
7.575582, 4:28:53,0,0,0.3,142,1,0,51.974956
7.575582, 4:28:53,77,6,0.3,142,1,0,51.974956
7.575582, 4:28:58,0,0,0.3,89,1,0,51.974956
7.575582, 4:28:58,77,6,0.3,89,1,0,51.974956
7.575582, 4:29:3,0,0,0.11,130,1,0,51.974956
7.575582, 4:29:3,0,0,0.11,130,1,0,51.974956
7.575582, 4:29:8,0,0,0.2,120,1,0,51.974956
7.575582, 4:29:8,77,6,0.2,120,1,0,51.974956
7.575582, 4:29:13,0,0,0.98,163,1,0,51.974956
7.575582, 4:29:13,77,6,0.98,163,1,0,51.974956
7.575582, 4:29:18,0,0,0.59,229,1,0,51.974956
7.575582, 4:29:18,77,6,0.59,229,1,0,51.97496
7.575662, 4:29:23,0,0,0.69,178,1,0,51.97496
7.575662, 4:29:23,77,6,0.69,178,1,0,51.974964
7.575702, 4:29:28,0,0,0.69,154,1,0,51.974964
7.575702, 4:29:28,77,6,0.69,154,1,0,51.974964
7.575743, 4:29:33,0,0,0.69,147,1,0,51.974964
7.575743, 4:29:33,77,6,0.69,147,1,0,51.97496
7.575767, 4:29:38,0,0,0.4,167,1,0,51.97496
7.575767, 4:29:38,77,6,0.4,167,1,0,51.974964
7.575772, 4:29:43,0,0,0.4,116,1,0,51.974964
7.575772, 4:29:43,77,6,0.4,116,1,0,51.97496
7.575811, 4:29:48,0,0,0.69,183,1,0,51.97496
7.575811, 4:29:48,77,6,0.69,183,1,0,51.97496
7.575815, 4:29:53,0,0,0.3,139,1,0,51.97496
7.575815, 4:29:53,77,6,0.3,139,1,0,51.974956
7.575809, 4:29:58,0,0,0.3,136,1,0,51.974956
7.575809, 4:29:58,77,6,0.3,136,1,0,51.974956
7.575809, 4:30:3,0,0,0.4,213,1,0,51.974956
7.575809, 4:30:3,77,6,0.4,213,1,0,51.974956
7.575809, 4:30:8,0,0,0.3,135,1,0,51.974956
7.575809, 4:30:8,77,6,0.3,135,1,0,51.974956
7.575809, 4:30:13,0,0,0.11,140,1,0,51.974956
7.575809, 4:30:13,77,6,0.11,140,1,0,51.974964
7.575762, 4:30:18,0,0,0.2,135,1,0,51.974964
7.575762, 4:30:18,77,6,0.2,135,1,0,51.974987
7.575613, 4:30:23,0,0,-0.09,173,1,0,51.974987
7.575613, 4:30:23,77,6,-0.09,173,1,0,51.974998
7.575551, 4:30:28,0,0,-0.38,103,1,0,51.974998
7.575551, 4:30:28,77,6,-0.38,103,1,0,51.974998
7.575545, 4:30:33,0,0,-0.09,188,1,0,51.974998
7.575545, 4:30:33,77,6,-0.09,188,1,0,51.974994
7.575533, 4:30:38,0,0,-0.29,185,1,0,51.974994
7.575533, 4:30:38,77,6,-0.29,185,1,0,51.974994
7.575533, 4:30:43,0,0,-0.09,199,1,0,51.974994
7.575533, 4:30:43,77,6,-0.09,199,1,0,51.974994
7.575533, 4:30:48,0,0,0.89,149,1,0,51.974994
7.575533, 4:30:48,77,6,0.89,149,1,0,51.974994
7.575533, 4:30:53,0,0,0.89,179,1,0,51.974994
7.575533, 4:30:53,77,6,0.89,179,1,0,51.974994
7.575533, 4:30:58,0,0,0.79,184,1,0,51.974994
7.575533, 4:30:58,77,6,0.79,184,1,0,51.974994
7.575533, 4:31:3,0,0,0.98,173,1,0,51.974994
7.575533, 4:31:3,77,6,0.98,173,1,0,51.974994
7.575533, 4:31:8,0,0,0.79,236,1,0,51.974994
7.575533, 4:31:8,77,6,0.79,236,1,0,51.974994
7.575533, 4:31:13,0,0,0.59,185,1,0,51.974994
7.575533, 4:31:13,77,6,0.59,185,1,0,51.974994
7.575533, 4:31:18,0,0,0.59,176,1,0,51.974994
7.575533, 4:31:18,77,6,0.59,176,1,0,51.974994
7.575533, 4:31:23,0,0,0.3,230,1,0,51.974994
7.575533, 4:31:23,77,6,0.3,230,1,0,51.974994
7.575533, 4:31:28,0,0,0.3,198,1,0,51.974994
7.575533, 4:31:28,77,6,0.3,198,1,0,51.974994
7.575533, 4:31:33,0,0,0.59,103,1,0,51.974994
7.575533, 4:31:33,77,6,0.59,103,1,0,51.974994
7.575533, 4:31:38,0,0,0.4,170,1,0,51.974994
7.575533, 4:31:38,77,6,0.4,170,1,0,51.974994
7.575533, 4:31:43,0,0,0.2,111,1,0,51.974994
7.575533, 4:31:43,77,6,0.2,111,1,0,51.974994
7.575533, 4:31:48,0,0,0.4,137,1,0,51.974994
7.575533, 4:31:48,77,6,0.4,137,1,0,51.975021
7.57553, 4:31:53,0,0,0.59,158,1,0,51.975021
7.57553, 4:31:53,77,6,0.59,158,1,0,51.975017
7.57557, 4:31:58,0,0,0.69,134,1,0,51.975017
7.57557, 4:31:58,77,6,0.69,134,1,0,51.975013
7.575583, 4:32:3,0,0,0.5,194,1,0,51.975013
7.575583, 4:32:3,77,6,0.5,194,1,0,51.975021
7.575548, 4:32:8,0,0,0.4,119,1,0,51.975021
7.575548, 4:32:8,77,6,0.4,119,1,0,51.975036
7.575497, 4:32:13,0,0,0.3,204,1,0,51.975036
7.575497, 4:32:13,77,6,0.3,204,1,0,51.975032
7.575492, 4:32:18,0,0,0.69,210,1,0,51.975032
7.575492, 4:32:18,77,6,0.69,210,1,0,51.975017
7.575517, 4:32:23,0,0,0.4,232,1,0,51.975017
7.575517, 4:32:23,77,6,0.4,232,1,0,51.975017
7.575517, 4:32:28,0,0,0.3,236,1,0,51.975017
7.575517, 4:32:28,0,0,0.3,236,1,0,51.975017
7.575517, 4:32:33,0,0,0.11,83,1,0,51.975017
7.575517, 4:32:33,77,6,0.11,83,1,0,51.975017
7.575517, 4:32:38,0,0,0.11,135,1,0,51.975017
7.575517, 4:32:38,77,6,0.11,135,1,0,51.975017
7.575517, 4:32:43,0,0,0.2,169,1,0,51.975017
7.575517, 4:32:43,77,6,0.2,169,1,0,51.975017
7.575517, 4:32:48,0,0,0.3,199,1,0,51.975017
7.575517, 4:32:48,77,6,0.3,199,1,0,51.975017
7.575517, 4:32:53,0,0,0.11,76,1,0,51.975017
7.575517, 4:32:53,77,6,0.11,76,1,0,51.975017
7.575517, 4:32:58,0,0,0.2,177,1,0,51.975017
7.575517, 4:32:58,77,6,0.2,177,1,0,51.975017
7.575517, 4:33:3,0,0,0.2,164,1,0,51.975017
7.575517, 4:33:3,77,6,0.2,164,1,0,51.975017
7.575517, 4:33:8,0,0,0.11,124,1,0,51.975017
7.575517, 4:33:8,77,6,0.11,124,1,0,51.975017
7.575517, 4:33:13,0,0,-0.09,160,1,0,51.975017
7.575517, 4:33:13,77,6,-0.09,160,1,0,51.975017
7.575517, 4:33:18,0,0,0.3,141,1,0,51.975017
7.575517, 4:33:18,77,6,0.3,141,1,0,51.975017
7.575517, 4:33:23,0,0,0.11,146,1,0,51.975017
7.575517, 4:33:23,77,6,0.11,146,1,0,51.975017
7.575517, 4:33:28,0,0,-0.09,162,1,0,51.975017
7.575517, 4:33:28,77,6,-0.09,162,1,0,51.975017
7.575517, 4:33:33,0,0,-0.09,111,1,0,51.975017
7.575517, 4:33:33,77,6,-0.09,111,1,0,51.975017
7.575517, 4:33:38,0,0,0.5,185,1,0,51.975017
7.575517, 4:33:38,77,6,0.5,185,1,0,51.975017
7.575517, 4:33:43,0,0,0.5,185,1,0,51.975017
7.575517, 4:33:43,77,6,0.5,185,1,0,51.975017
7.575517, 4:33:48,0,0,0.4,232,1,0,51.975017
